Action,Specific point / Chapter,Actor name,Actor Name New,Country,"Affiliation
1) civil society/NGO 2) business organisations 3) consulting 4) government 5) academia 6) personal"
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Ernst & Young LLP,Ernst & Young,world,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,European Banking Association (EBF),European Banking Association (EBF),europe,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,EBIT,EBIT,europe,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,EVCA (European Private Equity & Venture Capital Association),EVCA (European Private Equity & Venture Capital Association),belgium,1
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,FIDAL,FIDAL,world,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Freshfields Bruckhaus Deringer,Freshfields Bruckhaus Deringer,UK,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Harris Consulting & Tax Ltd,Harris Consulting & Tax Ltd,Israel,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Ibec,Ibec,Ireland,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,IBFed,IBFed,UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,IFA Grupo Mexicano (Mexican Branch of the International Fiscal Association),IFA Mexico,Mexico,1
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,ICAEW,ICAEW,UK,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,,ICAEW,Ireland,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Insurance Europe,Insurance Europe,europe,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Insurance Working Group - Domestic Law,Insurance Working Group - Domestic Law,world,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,IAPT - Domestic Law,IAPT,world,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,IAPT - Tax Treaties,IAPT,world,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,IBA Taxes Committee,IBA Taxes Committee,UK,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,International Chamber of Commerce (ICC),International Chamber of Commerce (ICC),world,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,ISLA (International Securities Lending Association),ISLA (International Securities Lending Association),UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,IUA - Domestic Law,IUA,UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,IUA - Tax Treaties,IUA,UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,ICI Global,ICI Global,US,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,IMA (Investment Management Association),IMA (Investment Management Association),UK,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Irish Debt Securities Association (IDSA),Irish Debt Securities Association (IDSA),Ireland,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Japan Foreign Trade Council (JFTC),Japan Foreign Trade Council (JFTC),Japan,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Keidanren Japan,Keidanren,Japan,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,KPMG,KPMG,world,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Loyens & Loeff,Loyens & Loeff,Netherlands,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,"LYKKEN, Matthew","LYKKEN, Matthew",US,5
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,MacFarlanes,MacFarlanes,UK,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Maisto e Associati,Maisto e Associati,italy,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,MEDEF,MEDEF,France,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,National Foreign Trade Council (NFTC),National Foreign Trade Council (NFTC),US,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,New York State Bar Association,New York State Bar Association,US,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Organization for International Investment (OFII),Organization for International Investment (OFII),US,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Otterspeer Haasnot & Partners,Otterspeer Haasnot & Partners,Netherlands,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,PwC,PwC,world,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,Swiss Bankers Association & Swiss Insurance Association,Swiss Bankers Association,switzerland,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,,Swiss Insurance Association,switzerland,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,TEI (Tax Executives Institute),"Tax Executives Institute, Inc",world,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,TD Bank,TD Bank,US,2
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,"THURONYI, Victor","THURONYI, Victor",UK,6
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,USCIB - Domestic Law,United States Council for International Business (USCIB),US,3
Action 02,Neutralise the Effect of Hybrid Mismatch Arrangements,USCIB - Tax Treaties,United States Council for International Business (USCIB),US,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,A3F (French Women Tax Experts Association),A3F (French Women Tax Experts Association),France,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Association of British Insurers (ABI),Association of British Insurers (ABI),UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,AFME-BBA (Association for Financial Markets in Europe - British Bankers’ Association),AFME (Association for Financial Markets in Europe),europe,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,,BBA (British Bankers’ Association),UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,AlixPartners LLP,AlixPartners LLP,US,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Allianz SE,Allianz SE,Germany,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Anonymous,Anonymous,#N/A,#N/A
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Ankit Virendra Sudha Shah,Ankit Virendra Sudha Shah,india,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,"TING, Antony","TING, Antony",Australia,5
Action 13,Transfer Pricing Documentation & Country By Country Reporting,AWV,AWV,US,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Banking and Finance Company Working Group on BEPS,Banking and Finance Company Working Group on BEPS,world,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,BaseFirma Inc.,BaseFirma Inc.,US,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Federation of German Industries (BDI),Federation of German Industries (BDI),Germany,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,BDO LLP,BDO LLP,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,BIAC,BIAC,world,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Keidanren,Keidanren,Japan,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Mazars/WeiserMazars,Mazars,France,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Valente Associati GEB Partners,Valente Associati GEB Partners,italy,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,BEPS Monitoring Group (BMG),BEPS Monitoring Group (BMG),world,1
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Bona Fide Services BV,Bona Fide Services BV,Netherlands,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,BP plc,BP plc,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,British Property Federation,British Property Federation,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Brookfield Asset Management Inc.,Brookfield Asset Management Inc.,canada,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,BSkyB Group plc.,BSkyB Group plc.,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,BT Group plc.,BT Group plc.,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,BusinessEurope,BusinessEurope,europe,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,British Private Equity and Venture Capital Association (BVCA),British Private Equity and Venture Capital Association (BVCA),UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Canadian Bankers Association,Canadian Bankers Association,canada,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,BASF,BASF,Germany,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,CBI - 100Group,CBI (Confederation of British Industry),UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,,100 Group,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Transfer Pricing Centre Association (TPCA),Transfer Pricing Centre Association (TPCA),Poland,1
Action 13,Transfer Pricing Documentation & Country By Country Reporting,CEFITAX,CEFITAX,Spain,5
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Charles River Associates,Charles River Associates,US,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Christian Aid,Christian Aid,UK,1
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Chartered Institute of Taxation (CIOT),Chartered Institute of Taxation (CIOT),UK,5
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Canadian Life and Health Insurance Association (CLHIA),Canadian Life and Health Insurance Association (CLHIA),canada,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,CMS,CMS (CMS Bureau Francis Lefebvre),France,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Capital Markets Tax Committee of Asia,Capital Markets Tax Committee of Asia,asia,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Confederation of Swedish Enterprise,Confederation of Swedish Enterprise,Sweden,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Contrabass,Contrabass,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Dalkia,Dalkia,France,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Deloitte Tax LLP,Deloitte,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Deloitte LLP,Deloitte,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Dentons,Dentons,US,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,DFK International,DFK International,UK,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Duff & Phelps LLC,Duff & Phelps,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,European Banking Federation (EBF),European Banking Federation (EBF),europe,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,EBIT,EBIT,europe,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Eurodad,Eurodad,europe,1
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Ernst & Young,Ernst & Young,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,FGS (Fick Gocke Schaumburg),FGS (Fick Gocke Schaumburg),Germany,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,FIDAL,FIDAL,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,PwC,PwC,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Valente Associati GEB Partners,Valente Associati GEB Partners,italy,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Global Financial Integrity,Global Financial Integrity,US,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Global Federation of Insurance Associations (GFIA),Global Federation of Insurance Associations (GFIA),world,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,GKN Corporate Centre,GKN Corporate Centre,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,The Global BEPS Working Group,The Global BEPS Working Group,world,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Grant Thornton International Ltd,Grant Thornton,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Grosvenor Group Limited,Grosvenor Group Limited,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Grupo Consultor EFE,Grupo Consultor EFE,Mexico,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,"BOWLER, Ian","BOWLER, Ian",UK,5
Action 13,Transfer Pricing Documentation & Country By Country Reporting,IAPT,IAPT,world,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,IATA (International Air Transport Association),IATA (International Air Transport Association),canada,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,IBA Taxes Committee,IBA Taxes Committee,UK,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Ibec,Ibec,Ireland,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,"Ivins, Phillips & Barker","Ivins, Phillips & Barker",US,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Institute of Chartered Accountants Australia,Institute of Chartered Accountants Australia,Australia,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,ICAEW,ICAEW,UK,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,,ICAEW,Ireland,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,ICAP,ICAP,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,International Chamber of Commerce (ICC),International Chamber of Commerce (ICC),world,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,IFA Grupo Mexicano (Mexican Branch of the International Fiscal Association),IFA Mexico,Mexico,1
Action 13,Transfer Pricing Documentation & Country By Country Reporting,InterContinental Hotels Group (IHG),InterContinental Hotels Group (IHG),UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,IMI plc.,IMI plc.,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Insurance Company Working Group on BEPS,Insurance Company Working Group on BEPS,world,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Insurance Europe,Insurance Europe,europe,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Interpublic Group of Companies (IPG),Interpublic Group of Companies (IPG),US,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Irish Tax Institute,Irish Tax Institute,Ireland,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,International Tax Center Leiden,International Tax Center Leiden,Netherlands,5
Action 13,Transfer Pricing Documentation & Country By Country Reporting,International Underwriting Association of London (IUA),International Underwriting Association of London (IUA),UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Japan Foreign Trade Council (JFTC),Japan Foreign Trade Council (JFTC),Japan,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,JMC (Japan Machinery Center for Trade and Investment),JMC (Japan Machinery Center for Trade and Investment),Japan,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Jubilee USA Network,Jubilee USA Network,US,1
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Keidanren,Keidanren,Japan,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,KPMG,KPMG,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Lloyd's,Lloyd's,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Lowendalmasaï,Lowendalmasaï,France,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Loyens & Loeff,Loyens & Loeff,Netherlands,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,"TAPIA, Luis Felipe","TAPIA, Luis Felipe",Spain,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,"LYKKEN, Matthew","LYKKEN, Matthew",US,5
Action 13,Transfer Pricing Documentation & Country By Country Reporting,MEDEF,MEDEF,France,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,National Grid,National Grid,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,National Foreign Trade Council (NFTC),National Foreign Trade Council (NFTC),US,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Oxfam,Oxfam,UK,1
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Pearson Plc.,Pearson Plc.,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Petrofrac Services Limited,Petrofac,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Pitcher Partners,Pitcher Partners,Australia,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Plateforme Paradis Fiscaux et Judiciaires,Plateforme Paradis Fiscaux et Judiciaires,France,1
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Praxity Global Alliance Ltd.,Praxity Global Alliance Ltd.,UK,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,pqc (Premier Quantitative Consulting Inc.),pqc (Premier Quantitative Consulting Inc.),US,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,PwC,PwC,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Quantera Global,Quantera Global,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Reed Elsevier,Reed Elsevier,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Rio Tinto Plc.,Rio Tinto,US,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,,Rio Tinto,Australia,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,"RIJNSVOS, Rob","RIJNSVOS, Rob",Netherlands,5
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Rödl & Partner,Rödl & Partner,France,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,"RODRIGUEZ DE ABREU, Rosa Maria","RODRIGUEZ DE ABREU, Rosa Maria",Brasil,5
Action 13,Transfer Pricing Documentation & Country By Country Reporting,RSM International Limited,RSM International Limited,UK,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,SABMiller plc.,SABMiller,UK,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,"Salas-Casas Precios de Transferncia, SRL","Salas-Casas Precios de Transferncia, SRL",Dominican republic,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Dr Frank Schoeneborn,Dr Frank Schoeneborn,Germany,5
Action 13,Transfer Pricing Documentation & Country By Country Reporting,CDI (Conseil Développement Industrie),CDI (Conseil Développement Industrie),Austria,1
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Siemens,Siemens,Germany,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Steven D. Harris PLLC,Steven D. Harris PLLC,US,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Pirola Pennuto Zei & Associati,Pirola Pennuto Zei & Associati,italy,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,SwissBanking,SwissBanking,switzerland,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,SwissHoldings,SwissHoldings,switzerland,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,TD Bank,TD Bank,US,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,"Tax Executives Institute, Inc","Tax Executives Institute, Inc",world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,TPA (Transfer Pricing Associates BV),TPA Global,world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Transfer Pricing Centre Association (TPCA),Transfer Pricing Centre Association (TPCA),Poland,1
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Treaty Policy Working Group,Treaty Policy Working Group,world,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,TUAC,Trade Union Advisory Committee to the OECD (TUAC),world,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,URS,URS,US,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,USCIB,United States Council for International Business (USCIB),US,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,"KOLOSOV, Valentyn","KOLOSOV, Valentyn",Russia,5
Action 13,Transfer Pricing Documentation & Country By Country Reporting,"PATEL, Varsha","PATEL, Varsha",US,5
Action 13,Transfer Pricing Documentation & Country By Country Reporting,VNO-NCW,VNO-NCW (Confederation of Netherlands Industry and Employers),Netherlands,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Volvo,Volvo,Sweden,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,Walt Disney Company & Discovery Communications Inc. & Viacom Inc.,Walt Disney Company & Discovery Communications Inc. & Viacom Inc.,US,2
Action 13,Transfer Pricing Documentation & Country By Country Reporting,"RAMIREZ, William","RAMIREZ, William",US,5
Action 13,Transfer Pricing Documentation & Country By Country Reporting,WTP Advisors,WTP Advisors,US,3
Action 13,Transfer Pricing Documentation & Country By Country Reporting,WTS Tax Legal Consulting,WTS Tax Legal Consulting,Germany,3
